,property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,Study room,Servant room,Store room,pooja room,others,furnishing_type,luxury_score
26,flat,m3m golfestate,sector 65,6.15,18331.0,3355.0,Built Up area: 3355 (311.69 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,4,2,20.0,North-East,Undefined,,3355.0,2200.0,0,0,0,0,0,0,34
27,flat,central park resort belgravia residences,sector 48,6.25,24300.0,2572.0,Carpet area: 2880 (267.56 sq.m.),3,5,3+,5.0,South-East,Moderately Old,,,2880.0,0,1,0,0,0,2,49
239,flat,tulip monsella,sector 53,8.25,28000.0,2946.4,Super Built up area 2940(273.13 sq.m.),3,4,3,8.0,,Undefined,2940.0,,,0,1,0,0,0,1,35
271,flat,dlf the grove,sector 54,5.7,41245.0,1382.0,Built Up area: 1382 (128.39 sq.m.),3,3,3,1.0,East,Undefined,,1382.0,,0,0,0,0,0,0,46
277,flat,m3m golfestate,sector 65,6.15,15998.0,3844.2,Carpet area: 3844 (357.12 sq.m.),3,5,3+,1.0,West,Relatively New,,,3844.0,0,1,0,0,0,1,49
307,flat,m3m golfestate,sector 65,6.15,15998.0,3844.2,Carpet area: 3844 (357.12 sq.m.),3,5,3+,1.0,West,Relatively New,,,3844.0,0,1,0,0,0,1,49
327,flat,tulip monsella,sector 53,5.6,19363.0,2892.1,Super Built up area 2892(268.68 sq.m.),3,3,3+,1.0,,Undefined,2892.0,,,0,0,0,0,0,0,42
336,flat,mahindra luminare,sector 59,5.5,18181.0,3025.1,Super Built up area 3025(281.03 sq.m.),3,3,1,26.0,,Undefined,3025.0,,,0,1,0,0,0,0,24
363,flat,dlf city plots phase 3,sector 24,6.5,18571.0,3500.1,Carpet area: 3500 (325.16 sq.m.),4,5,3+,3.0,North-East,Undefined,,,3500.0,0,1,0,0,0,1,42
367,flat,paras quartier,gwal pahari,5.9,11028.0,5350.0,Super Built up area 5350(497.03 sq.m.),4,4,3+,19.0,East,Undefined,5350.0,,,1,1,1,1,0,2,160
405,flat,experion windchants,sector 112,5.49,11584.0,4739.3,Super Built up area 4739(440.27 sq.m.)Built Up area: 3655.35 sq.ft. (339.59 sq.m.),4,5,3+,5.0,South,Relatively New,4739.0,3655.35,,0,1,0,0,0,2,168
410,flat,elan the presidential,sector 106,6.3,15384.0,4095.2,Super Built up area 4095(380.44 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),5,6,3+,10.0,North-East,Under Construction,4095.0,,3500.0,0,0,0,0,0,2,62
413,flat,central park resorts,sector 48,11.25,28266.0,3980.0,Carpet area: 3980 (369.75 sq.m.),4,5,3+,2.0,North-West,Relatively New,,,3980.0,0,1,0,1,0,0,45
429,flat,pioneer urban presidia,sector 62,7.15,16486.0,4337.0,Super Built up area 4337(402.92 sq.m.),4,5,3+,7.0,East,Relatively New,4337.0,,,1,1,1,0,0,2,158
432,flat,la lagune,sector 54,6.75,21360.0,3160.1,Super Built up area 3160(293.57 sq.m.)Built Up area: 2455 sq.ft. (228.08 sq.m.)Carpet area: 2240 sq.ft. (208.1 sq.m.),4,6,3+,11.0,East,Moderately Old,3160.0,2455.0,2240.0,0,1,0,0,0,2,119
639,flat,ambience creacions,sector 22,6.16,20533.0,3000.0,Carpet area: 3000 (278.71 sq.m.),4,5,3+,10.0,South-East,Undefined,,,3000.0,0,1,0,1,0,2,49
657,flat,krrish provence estate,gwal pahari,7.5,7500.0,10000.0,Super Built up area 10000(929.03 sq.m.),5,6,3+,23.0,North-East,Relatively New,10000.0,,,0,1,0,1,1,0,49
658,flat,dlf the crest,sector 54,11.0,35483.0,3100.1,Carpet area: 3100 (288 sq.m.),4,5,3+,7.0,North-East,Relatively New,,,3100.0,1,1,0,1,0,0,49
661,flat,m3m golfestate,sector 65,5.9,17484.0,3374.5,Super Built up area 3363(312.43 sq.m.),3,3,3,18.0,North,Relatively New,3363.0,,,1,1,0,0,0,0,76
681,flat,pioneer urban presidia,sector 62,6.5,14987.0,4337.1,Super Built up area 4337(402.92 sq.m.),4,4,3+,3.0,West,Moderately Old,4337.0,,,1,0,0,0,0,0,86
760,flat,parsvnath exotica,sector 53,6.5,19174.0,3390.0,Super Built up area 3390(314.94 sq.m.)Built Up area: 3000 sq.ft. (278.71 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),4,5,3+,10.0,South,Relatively New,3390.0,3000.0,2500.0,1,1,0,1,0,2,174
793,flat,tata gurgaon gateway,sector 113,6.0,9139.0,6565.3,Carpet area: 6565 (609.91 sq.m.),5,6,3+,24.0,North,Moderately Old,,,6565.0,0,0,0,0,0,0,117
817,flat,m3m golfestate,sector 65,5.4,18126.0,2979.1,Super Built up area 2979(276.76 sq.m.),3,4,3,19.0,North-East,Moderately Old,2979.0,,,1,1,0,0,0,2,174
912,flat,m3m golfestate,sector 65,5.5,16959.0,3243.1,Super Built up area 3243(301.28 sq.m.)Built Up area: 2803 sq.ft. (260.41 sq.m.)Carpet area: 2388 sq.ft. (221.85 sq.m.),3,4,3,3.0,North-East,Relatively New,3243.0,2803.0,2388.0,0,1,0,0,0,0,49
933,flat,parsvnath exotica,sector 53,6.44,19000.0,3389.5,Super Built up area 3390(314.94 sq.m.),4,4,3,7.0,West,Moderately Old,3390.0,,,0,1,0,0,0,2,80
934,flat,pioneer araya,sector 62,7.56,18000.0,4200.0,Built Up area: 4200 (390.19 sq.m.),4,4,3+,23.0,West,Relatively New,,4200.0,,0,1,0,1,0,2,87
936,flat,dlf park place,sector 54,6.75,24963.0,2704.0,Super Built up area 2704(251.21 sq.m.)Carpet area: 1534 sq.ft. (142.51 sq.m.),4,4,2,8.0,North,Moderately Old,2704.0,,1534.0,0,1,0,0,0,1,135
1002,flat,tata primanti,sector 72,6.75,19285.0,3500.1,Super Built up area 4250(394.84 sq.m.)Built Up area: 4000 sq.ft. (371.61 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4,4,3+,0.0,North-East,Undefined,4250.0,4000.0,3500.0,0,1,0,0,0,2,174
1028,flat,dlf the icon,sector 43,6.0,26086.0,2300.1,Carpet area: 2300 (213.68 sq.m.),4,4,3+,18.0,North-East,Undefined,,,2300.0,0,1,0,0,0,2,150
1057,flat,.,gwal pahari,7.0,11000.0,6363.6,Super Built up area 6000(557.42 sq.m.),4,4,3+,6.0,South-West,Relatively New,6000.0,,,0,1,0,0,0,0,52
1084,flat,paras quartier,gwal pahari,7.5,14018.0,5350.3,Super Built up area 5350(497.03 sq.m.),4,4,3+,20.0,North-East,Undefined,5350.0,,,0,1,0,1,1,2,49
1181,flat,pioneer araya,sector 62,10.75,19500.0,5512.8,Super Built up area 5514(512.27 sq.m.),5,7,3,10.0,North-East,Relatively New,5514.0,,,0,1,0,0,0,2,153
1182,flat,pioneer araya,sector 62,9.14,19488.0,4690.1,Super Built up area 4690(435.72 sq.m.)Carpet area: 3258 sq.ft. (302.68 sq.m.),4,6,3,16.0,East,Relatively New,4690.0,,3258.0,1,1,1,0,0,2,146
1183,flat,pioneer araya,sector 62,8.35,19513.0,4279.2,Super Built up area 4279(397.53 sq.m.),4,6,3,16.0,East,Relatively New,4279.0,,,0,1,0,1,0,0,153
1203,flat,krrish provence estate,gwal pahari,5.5,9482.0,5800.5,Super Built up area 5800(538.84 sq.m.),4,5,3+,11.0,East,Undefined,5800.0,,,1,1,0,1,0,0,151
1260,flat,m3m golfestate,sector 65,6.15,18287.0,3363.0,Super Built up area 3363(312.43 sq.m.)Carpet area: 2710 sq.ft. (251.77 sq.m.),3,3,3,23.0,,Moderately Old,3363.0,,2710.0,1,1,0,0,0,2,60
1261,flat,m3m golfestate,sector 65,6.1,18138.0,3363.1,Super Built up area 3363(312.43 sq.m.)Carpet area: 2710 sq.ft. (251.77 sq.m.),3,3,3,19.0,North-East,Moderately Old,3363.0,,2710.0,1,1,0,0,0,2,174
1282,flat,dlf park place,sector 54,5.75,24688.0,2329.1,Super Built up area 2329(216.37 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,4,3,12.0,North-East,Relatively New,2329.0,1900.0,1700.0,0,1,0,0,0,1,174
1283,flat,dlf the belaire,sector 54,10.0,24557.0,4072.2,Super Built up area 4072(378.3 sq.m.)Built Up area: 3000 sq.ft. (278.71 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.),4,5,3+,17.0,North,Moderately Old,4072.0,3000.0,2800.0,0,1,0,0,0,1,167
1284,flat,suncity platinum towers,sector 28,6.2,23091.0,2685.0,Super Built up area 2685(249.44 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),3,4,3+,21.0,South,Relatively New,2685.0,2000.0,1900.0,0,1,0,0,0,2,160
1303,flat,dlf the belaire,sector 54,7.0,23333.0,3000.0,Super Built up area 3000(278.71 sq.m.),4,6,3+,12.0,East,Moderately Old,3000.0,,,0,1,1,1,0,2,108
1305,flat,mahindra luminare,sector 59,5.8,19173.0,3025.1,Carpet area: 3025 (281.03 sq.m.),3,4,3,16.0,North-East,Undefined,,,3025.0,0,1,0,0,0,2,49
1398,flat,experion windchants,sector 112,5.6,11551.0,4848.1,Super Built up area 4848(450.39 sq.m.)Built Up area: 3655.35 sq.ft. (339.59 sq.m.),4,6,3+,8.0,North-East,Relatively New,4848.0,3655.35,,0,1,0,0,0,2,168
1482,flat,vipul belmonte,sector 53,6.0,24489.0,2450.1,Super Built up area 2450(227.61 sq.m.),3,4,3+,6.0,North-West,Moderately Old,2450.0,,,0,1,0,0,1,2,26
1486,flat,central park resorts,sector 48,9.3,24926.0,3731.0,Super Built up area 3931(365.2 sq.m.)Built Up area: 3831 sq.ft. (355.91 sq.m.)Carpet area: 3731 sq.ft. (346.62 sq.m.),4,4,3+,10.0,North-East,Moderately Old,3931.0,3831.0,3731.0,1,1,1,1,0,2,67
1582,flat,beverley park 1,sector 43,8.44,16230.0,5200.2,Super Built up area 5200(483.1 sq.m.)Built Up area: 5000 sq.ft. (464.52 sq.m.)Carpet area: 4900 sq.ft. (455.22 sq.m.),4,5,3,9.0,North-East,Moderately Old,5200.0,5000.0,4900.0,0,1,0,0,0,1,117
1611,flat,experion windchants,sector 112,5.6,11529.0,4857.3,Super Built up area 4857(451.23 sq.m.)Built Up area: 3662.34 sq.ft. (340.24 sq.m.),4,6,3+,15.0,North-East,Moderately Old,4857.0,3662.34,,0,1,0,0,0,2,157
1614,flat,suncity platinum towers,sector 28,6.0,22346.0,2685.0,Carpet area: 2685 (249.44 sq.m.),3,3,2,8.0,South-East,Moderately Old,,,2685.0,0,1,0,0,0,0,31
1615,flat,suncity platinum towers,sector 28,7.0,22222.0,3150.0,Super Built up area 3150(292.64 sq.m.)Carpet area: 1913 sq.ft. (177.72 sq.m.),4,3,2,10.0,North,Moderately Old,3150.0,,1913.0,0,1,0,0,0,0,31
1616,flat,the penthouses at the hibiscus,sector 50,8.5,8500.0,10000.0,Carpet area: 10000 (929.03 sq.m.),4,4,3,9.0,South-East,Moderately Old,,,10000.0,0,1,0,0,0,0,35
1617,flat,ss hibiscus,sector 50,6.0,12272.0,4889.2,Super Built up area 4400(408.77 sq.m.),4,3,3,5.0,South-East,Moderately Old,4400.0,,,0,1,0,0,0,0,31
1618,flat,the penthouses at the hibiscus,sector 50,8.0,8888.0,9000.9,Carpet area: 9000 (836.13 sq.m.),4,3,3,7.0,South-East,Moderately Old,,,9000.0,0,1,0,0,0,0,35
1621,flat,m3m golfestate,sector 65,7.0,18181.0,3850.2,Carpet area: 3850 (357.68 sq.m.),3,3,2,12.0,North,Moderately Old,,,3850.0,0,0,1,0,0,0,60
1622,flat,m3m golfestate,sector 65,13.2,12000.0,11000.0,Carpet area: 11000 (1021.93 sq.m.),4,4,3,13.0,North,Moderately Old,,,11000.0,0,1,0,0,0,0,60
1623,flat,experion windchants,sector 112,6.5,10416.0,6240.4,Built Up area: 4800 (445.93 sq.m.),4,5,3,11.0,South,Relatively New,,4800.0,,0,0,0,0,0,0,55
1862,flat,pioneer araya,sector 62,9.95,20995.0,4739.2,Super Built up area 4739(440.27 sq.m.)Carpet area: 3219 sq.ft. (299.05 sq.m.),4,6,3,12.0,South-East,Relatively New,4739.0,,3219.0,0,1,0,1,0,2,138
1863,flat,pioneer araya,sector 62,9.2,19943.0,4613.1,Super Built up area 4613(428.56 sq.m.)Carpet area: 3203 sq.ft. (297.57 sq.m.),4,6,3,5.0,South,Relatively New,4613.0,,3203.0,0,1,0,1,0,2,156
1942,flat,bptp freedom park life,sector 57,5.5,8982.0,6123.4,Built Up area: 5010 (465.44 sq.m.),5,6,3+,19.0,East,Moderately Old,,5010.0,,0,1,0,1,0,2,153
1957,flat,m3m golfestate,sector 65,5.9,17543.0,3363.2,Super Built up area 3363(312.43 sq.m.),3,3,3,9.0,,Moderately Old,3363.0,,,1,0,0,0,0,1,21
1972,flat,raheja atlantis,sector 31,5.5,18688.0,2943.1,Super Built up area 2943(273.41 sq.m.),4,5,3+,1.0,North,Relatively New,2943.0,,,1,1,0,1,0,0,81
2031,flat,dlf icon,sector 43,5.8,20707.0,2801.0,Built Up area: 2801 (260.22 sq.m.),4,4,3+,18.0,,Undefined,,2801.0,,0,0,0,0,0,0,0
2043,flat,dlf the arbour,sector 63,7.52,19000.0,3957.9,Built Up area: 3956 (367.52 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4,4,3,15.0,West,Undefined,,3956.0,2200.0,0,0,0,0,0,0,61
2108,flat,dlf beverly park,sector 25,8.0,15384.0,5200.2,Carpet area: 5200 (483.1 sq.m.),5,5,3+,2.0,North-East,Undefined,,,5200.0,1,1,0,1,1,1,26
2112,flat,elevate,sector 50,6.75,19882.0,3395.0,Built Up area: 3395 (315.41 sq.m.),4,4,0,10.0,,Undefined,,3395.0,,0,0,0,0,0,0,0
2115,flat,dlf the grove,sector 43,6.0,25000.0,2400.0,Carpet area: 2400 (222.97 sq.m.),4,4,2,1.0,South-West,Undefined,,,2400.0,0,1,0,0,0,2,49
2120,flat,conscient elevate,sector 59,6.75,19882.0,3395.0,Super Built up area 3395(315.41 sq.m.)Carpet area: 1855 sq.ft. (172.34 sq.m.),4,4,2,10.0,,New Property,3395.0,,1855.0,0,1,0,0,0,0,31
2182,flat,central park resorts,sector 48,15.0,22388.0,6700.0,Carpet area: 6700 (622.45 sq.m.),5,6,3+,17.0,,Relatively New,,,6700.0,1,1,0,1,0,1,45
2187,flat,dlf the arbour,sector 63,7.8,19747.0,3950.0,Built Up area: 3950 (366.97 sq.m.),4,4,0,6.0,,Undefined,,3950.0,,0,0,0,0,0,0,61
2230,flat,tata primanti,sector 72,6.5,15294.0,4250.0,Super Built up area 4250(394.84 sq.m.),4,4,3+,0.0,East,Relatively New,4250.0,,,1,1,0,1,0,0,67
2238,flat,dlf the arbour,sector 63,8.5,21519.0,3950.0,Built Up area: 3950 (366.97 sq.m.),4,4,0,27.0,,Undefined,,3950.0,,0,0,0,0,0,0,61
2280,flat,paras quartier,gwal pahari,5.9,11028.0,5350.0,Built Up area: 5350 (497.03 sq.m.),4,4,3+,0.0,,Moderately Old,,5350.0,,0,0,0,0,0,0,63
2324,flat,dlf the arbour,sector 63,7.9,20000.0,3950.0,Built Up area: 3950 (366.97 sq.m.)Carpet area: 2900 sq.ft. (269.42 sq.m.),4,4,3+,34.0,,Undefined,,3950.0,2900.0,0,0,0,0,0,0,61
2332,flat,tulip monsella,sector 53,6.02,20816.0,2892.0,Built Up area: 2892 (268.68 sq.m.),3,3,3,29.0,,Undefined,,2892.0,,0,0,0,0,0,0,68
2379,flat,sahara grace,sector 28,5.5,14612.0,3764.0,Super Built up area 3764(349.69 sq.m.),4,5,3+,5.0,East,Moderately Old,3764.0,,,0,1,0,0,1,2,8
2455,flat,dlf royalton tower,sector 43,6.5,20687.0,3142.1,Super Built up area 2997(278.43 sq.m.),4,4,3+,9.0,,Moderately Old,2997.0,,,0,1,0,0,0,0,7
2519,flat,ambience caitriona,sector 24,14.0,200000.0,700.0,Built Up area: 700 (65.03 sq.m.),4,5,3,3.0,East,Undefined,,700.0,,0,0,0,0,0,0,0
2563,flat,experion windchants,sector 112,5.6,11529.0,4857.3,Super Built up area 4857(451.23 sq.m.)Built Up area: 3662.34 sq.ft. (340.24 sq.m.),4,6,3+,15.0,North-East,Moderately Old,4857.0,3662.34,,0,1,0,0,0,2,157
2568,flat,dlf royalton tower,sector 43,6.2,20687.0,2997.1,Super Built up area 2997(278.43 sq.m.),4,4,3+,9.0,,Moderately Old,2997.0,,,0,1,0,0,0,0,7
2625,flat,ambience caitriona,sector 24,14.0,200000.0,700.0,Built Up area: 700 (65.03 sq.m.),4,5,3,3.0,East,Undefined,,700.0,,0,0,0,0,0,0,0
2655,flat,dlf royalton tower,sector 43,6.5,22108.0,2940.1,Super Built up area 2940(273.13 sq.m.),4,5,2,8.0,West,Relatively New,2940.0,,,0,1,0,0,0,0,15
2658,flat,unitech vistas,sector 70,9.0,57507.0,1565.0,Built Up area: 1565 (145.39 sq.m.),3,3,0,7.0,,Undefined,,1565.0,,0,0,0,0,0,0,0
2676,flat,dlf the grove,sector 54,5.7,41245.0,1382.0,Built Up area: 1382 (128.39 sq.m.),3,3,3,1.0,East,Undefined,,1382.0,,0,0,0,0,0,0,46
2789,flat,tulip monsella,sector 53,7.4,33198.0,2229.0,Carpet area: 2229 (207.08 sq.m.),4,4,3,21.0,,Undefined,,,2229.0,0,0,0,0,0,0,35
2842,flat,vipul belmonte,sector 53,6.5,21922.0,2965.1,Super Built up area 2965(275.46 sq.m.),3,4,3+,0.0,,Undefined,2965.0,,,1,0,0,0,1,0,72
2939,flat,ambience lagoon,sector 24,5.8,12500.0,4640.0,Built Up area: 3700 (343.74 sq.m.),3,4,3+,9.0,North-East,Undefined,,3700.0,,1,1,0,1,1,1,68
2940,flat,dlf the crest,sector 54,11.0,35222.0,3123.0,Super Built up area 3123(290.14 sq.m.),4,6,3,7.0,,Relatively New,3123.0,,,0,1,0,0,0,1,125
2946,house,emaar mgf marbella,sector 66,12.0,37037.0,3240.0,Plot area 360(301.01 sq.m.),5,5,3,3.0,East,Undefined,,3240.0,,0,1,1,1,0,2,106
2947,house,luxury dlf city floors,sector 26,20.0,48889.0,4091.0,Plot area 500(418.06 sq.m.),16,16,3,4.0,NotAvailable,Undefined,,500.0,,0,1,0,0,0,2,31
2948,house,Independent,sector 25,10.85,38150.0,2844.0,Plot area 316(264.22 sq.m.),6,6,1,3.0,North-East,Relatively New,,2844.0,,0,0,1,0,0,2,136
2951,house,Independent,sector 28,9.0,27778.0,3240.0,Plot area 360(301.01 sq.m.),6,7,3,3.0,North,Moderately Old,,3240.0,,1,1,1,1,0,0,67
2953,house,Independent,sector 26,15.0,33200.0,4518.0,Plot area 502(419.74 sq.m.),5,6,3,3.0,North,Moderately Old,,4518.0,,1,1,1,1,0,2,78
2954,house,Independent,sector 43,8.25,30556.0,2700.0,Plot area 300(250.84 sq.m.),5,6,3,3.0,West,Moderately Old,,2700.0,,1,1,1,1,0,2,64
2955,house,dlf city plots phase 2,sector 25,10.75,29861.0,3600.0,Plot area 400(334.45 sq.m.),9,9,3,3.0,South-West,Undefined,,3600.0,,0,1,1,1,0,0,73
2957,house,unitech espace,sector 50,7.35,41762.0,1760.0,Plot area 240(200.67 sq.m.),4,4,3,3.0,South,Moderately Old,,240.0,,0,1,0,1,0,2,52
2960,house,emaar mgf marbella,sector 66,12.0,38095.0,3150.0,Plot area 350(292.64 sq.m.),5,6,3,3.0,North-East,Relatively New,,3150.0,,0,1,1,0,0,2,153
2961,house,Independent,sector 48,8.4,25926.0,3240.0,Plot area 360(301.01 sq.m.),4,4,3,2.0,NotAvailable,Undefined,,3240.0,,0,1,0,1,0,2,15
2962,house,vipul tatvam villa,sector 48,8.5,26235.0,3240.0,Plot area 360(301.01 sq.m.),4,4,2,,East,Moderately Old,,3240.0,,0,1,1,1,0,0,88
2963,house,Independent,sector 25,7.6,38760.0,1961.0,Plot area 215(179.77 sq.m.),9,9,3,4.0,East,Relatively New,,1935.0,,1,0,1,1,0,2,84
2964,house,ansal sushant lok plots,sector 43,7.0,25926.0,2700.0,Plot area 300(250.84 sq.m.),5,5,3,3.0,North-East,Relatively New,,2700.0,,1,1,0,1,0,2,41
2968,house,Independent,sector 50,10.56,32593.0,3240.0,Plot area 360(301.01 sq.m.),5,5,3,3.0,NotAvailable,Moderately Old,,3240.0,,0,1,0,0,0,0,20
2969,house,ansal api esencia,sector 67,5.46,24170.0,2259.0,Plot area 251(209.87 sq.m.),4,5,3,2.0,East,Relatively New,,2259.0,,1,0,1,1,0,2,103
2970,house,Independent,sector 25,10.0,37037.0,2700.0,Plot area 300(250.84 sq.m.),5,6,3,3.0,North,Undefined,,2700.0,,0,1,1,0,0,2,64
2971,house,Independent,sector 25,9.0,28490.0,3159.0,Plot area 351(293.48 sq.m.),10,10,3,3.0,East,Undefined,,3159.0,,0,0,0,1,0,2,64
2974,house,floor wise designer kothi,sector 25,13.0,48148.0,2700.0,Plot area 300(250.84 sq.m.),12,16,3,4.0,North-East,Undefined,,2700.0,,1,1,1,1,0,2,144
